"PC1" "PC2" "PC3"
"Sample41" -194.706416476064 -48.4553721062258 186.50411481823
"Sample42" 16.4685165632919 124.68007364383 14.569431895612
"Sample43" -125.486179396913 60.1924585479127 -109.918932375817
"Sample44" -331.017826950173 -184.557694067613 -25.9829327641193
"Sample45" -51.2910675993464 74.5902183576996 9.97274198315923
"Sample46" -28.6674460284556 280.431481490166 114.216912873703
"Sample47" -8.94130804210193 197.409817472789 69.0372904932399
"Sample48" -38.4635340597255 86.8397045142245 -43.8355064496016
"Sample49" -40.3856063080549 73.2805065322728 -39.0416723415159
"Sample50" -41.0038335646962 83.1264773487624 -52.1676518038027
"Sample51" -100.871742661825 61.7035016557751 72.1478024389361
"Sample52" -130.229005544548 2.21947104443663 -18.9626683882788
"Sample53" 8.56530408475375 19.5531374018805 -1.19614465533606
"Sample54" 8.49123710367195 64.6681547692458 6.38715853124107
"Sample55" -49.5116393348681 93.1719144776563 -42.7567960748808
"Sample56" 56.2519220510998 40.1554211255829 -26.2393237168011
"Sample57" 63.2361779872731 38.9854733980504 -4.81085784134604
"Sample58" -306.108247665261 -118.07252613124 -377.002342295289
"Sample59" -297.623646088248 -123.061835890546 -374.616503128941
"Sample60" -9.96944935532566 122.863223073819 0.175632757191209
"Sample61" -17.444473704496 130.167865318869 -0.826017260988729
"Sample62" 237.834794815024 -138.523475509804 -13.3756604787672
"Sample63" 152.120148614597 -76.7727387496607 5.7298698139817
"Sample64" 143.389878960986 -54.2131226093433 28.8300683133367
"Sample65" 239.59562363685 -141.508452528659 -12.8307376158992
"Sample66" 227.231514672431 -143.831417705489 -4.04648939499861
"Sample67" 207.920847561148 -120.357336100965 -8.47547490011833
"Sample68" 204.723425484782 -120.100905893078 -12.1863282073003
"Sample69" 202.158170337436 -120.655005279986 -13.9311425998449
"Sample70" 198.422066528047 -115.621312388919 -17.8617235784971
"Sample71" 193.678162718249 -106.614498115631 -10.802759852873
"Sample72" 209.354284753371 -126.851159490152 18.9488320824274
"Sample73" 220.516936500427 -110.577670133451 6.87638185608909
"Sample74" 232.199731690375 -127.048304530746 -8.94476875710748
"Sample75" 218.468974041975 -125.013404075983 0.911004196394684
"Sample76" 219.701542925013 -138.612925992686 1.53328105385748
"Sample77" 206.367306482674 -126.708212808247 7.54124936890586
"Sample78" 212.901552786295 -135.930677108215 4.2546311241622
"Sample79" 213.726336713493 -123.294173432771 -1.19723786109386
"Sample80" 216.097652346884 -131.441572470744 19.8118631647158
"Sample81" 205.378266362871 -120.759434111541 -15.4754777108819
"Sample82" 182.116995945441 -79.3837367103909 -14.459536215558
"Sample83" 210.421802853345 -122.461744672737 -14.554101791976
"Sample84" 216.359905381521 -102.330776116854 4.72491332993419
"Sample85" 149.727197825467 -120.90018613502 -74.0476563672233
"Sample86" 137.442607103557 -78.9738440265647 -20.3036124603105
"Sample87" 178.020211144099 -89.1450862383085 -5.64722440889901
"Sample88" 202.306789462944 -133.61365926618 -34.0468115169561
"Sample89" 232.320989348447 -143.28574634447 -27.7165115963566
"Sample90" 162.768307410083 -99.6373495142905 -2.65240337651453
"Sample91" 198.576606052666 -124.670660717653 12.1981159217566
"Sample92" 215.61031677095 -126.05920701561 -10.321153926845
"Sample93" 218.244821975941 -125.429850537526 -6.42058775790733
"Sample94" 228.196820857289 -135.405263267649 6.48096375882721
"Sample95" 195.728173407639 -128.135224739728 2.23426391138696
"Sample96" 202.081485942261 -137.066151261223 -8.48505798039536
"Sample97" 208.18056421614 -123.747363588406 1.80863455300866
"Sample98" 164.660314094022 -95.8814014270962 -4.95009712726441
"Sample99" 148.443770116679 -96.4163546036056 -27.1935652997687
"Sample100" 173.850612145777 -92.4635271016186 -11.0735677869133
