"PC1" "PC2" "PC3"
"Sample87" -175.79900487008 89.0827858937034 10.3551153460511
"Sample88" -200.124184229115 137.089837605854 26.1142241365469
"Sample89" -219.296183958345 142.768292102444 29.8145850604374
"Sample90" -148.254922359439 105.245872664892 5.83349745194389
"Sample91" -193.167913338392 119.210776862697 -21.2419549371534
"Sample92" -207.669601901516 120.253473256427 12.2733984001858
"Sample93" -215.158541638895 129.526748704126 1.65953705595818
"Sample94" -220.496030488277 129.239415097791 -6.74685199225366
"Sample95" -196.433558029879 121.037174273409 -16.3051721804383
"Sample96" -192.723604105927 128.967966693988 5.33685417786498
"Sample97" -201.933312625296 124.364512077721 0.996196793437636
"Sample98" -161.210901046157 89.9308219875835 -1.69648874162816
"Sample99" -140.093081742081 84.4139339262968 25.034542375977
"Sample100" -135.248421890937 103.669849140317 20.8702406131051
