"PC1" "PC2" "PC3"
"Sample54" 0.736727301247292 -54.9580599003882 -3.21166860614431
"Sample55" 47.2663680633671 -117.031525056623 35.7669537441433
"Sample56" -50.4353246371944 -34.7400278352792 28.1689786617664
"Sample57" -56.4115310088334 -52.4919289565768 -7.64942693436438
"Sample58" 317.208947686012 125.16279927618 381.58702656706
"Sample59" 309.37510011111 130.490544783603 380.351169496629
"Sample60" 20.4775161199662 -116.968095170759 -12.3642985503311
"Sample61" 28.2110922385217 -124.223573481973 -11.7316415109821
"Sample62" -228.828739172958 125.961274699117 18.3101406494238
"Sample63" -149.845659377928 68.2498069134826 1.12329768306963
"Sample64" -144.335764782129 63.6202272183163 -26.9896337312437
"Sample65" -233.001653054585 128.165110408675 15.3705814075617
"Sample66" -223.543493820738 130.493585054076 11.3921606736961
"Sample67" -222.348590522253 112.692333675113 7.37535054678145
"Sample68" -207.785759433358 115.127303350234 20.8139300285085
"Sample69" -214.873802684189 124.26377514633 22.9551433709742
"Sample70" -205.922311041798 104.139152853697 14.15519139535
"Sample71" -190.792714596404 112.529653804533 20.7415219774468
"Sample72" -212.128359580843 119.16541121306 -4.79009970052597
"Sample73" -225.346971248051 114.898636693566 4.84333845043997
"Sample74" -232.224443991809 118.030429501759 14.9746801713829
"Sample75" -214.26312972544 124.823599622834 8.04053563953829
"Sample76" -221.905800493982 136.098130216416 4.80059142653378
"Sample77" -207.667029315471 130.954644324661 -2.55909555990616
"Sample78" -212.679507823057 135.556071806074 6.35543973533684
"Sample79" -229.641642095692 126.483330049906 1.34768102887977
"Sample80" -218.404666128418 134.364166749023 -15.0618600313003
"Sample81" -207.99954627308 114.464476762779 17.7485272414193
"Sample82" -194.069997850221 82.3090352054167 12.4563330827809
"Sample83" -211.502967018712 115.092411072459 17.9526749971202
"Sample84" -219.667900110113 98.5228398042635 -0.509248807718913
"Sample85" -146.147026494434 111.317688756251 81.6054894826299
"Sample86" -137.879456401025 67.391384667157 19.9890358740519
"Sample87" -186.314878821212 83.4023870849194 2.93621470232759
"Sample88" -192.060821050039 125.605118007185 46.0853036472868
"Sample89" -220.404198532761 132.206714878702 38.7844886277397
"Sample90" -162.347680425811 100.795572113758 3.39745041211258
"Sample91" -200.904872162096 119.296787916393 -17.1074017902844
"Sample92" -216.133651622495 117.44098690438 12.6389358525223
"Sample93" -226.659710072377 123.10766595273 1.96056911209539
"Sample94" -227.242136289854 126.529404751618 1.17043384186705
"Sample95" -201.175663549092 118.391637318448 -11.6618806646925
"Sample96" -212.438259879276 127.839688440822 -2.6834568741009
"Sample97" -209.904976792233 118.319839737939 7.8357307610521
"Sample98" -171.267746433046 84.4222891947745 5.62655372705152
"Sample99" -138.680567767567 75.3046766802612 28.7227493988123
"Sample100" -138.764811254864 108.396863964653 29.6175689181611
