"PC1" "PC2" "PC3"
"Sample67" -205.440387515142 107.834632326477 18.9095682826956
"Sample68" -196.256324406832 114.061755741617 19.7799254714831
"Sample69" -200.379383134735 113.007900794524 16.5043744018032
"Sample70" -194.780289419561 111.773565582493 16.2204130631765
"Sample71" -183.062565746874 108.099283599288 16.4869308622748
"Sample72" -203.647051719915 110.539515697238 -8.16547602952748
"Sample73" -216.912240229871 113.040214833091 -7.39013689044464
"Sample74" -224.421411362597 121.977325208621 9.87747464786314
"Sample75" -208.692261770821 112.808616045594 14.9192005611994
"Sample76" -220.176817624388 119.315024993616 15.7572795314986
"Sample77" -205.895461661013 113.367697689828 11.0889177975635
"Sample78" -211.667937201643 122.620563096791 7.37712746948258
"Sample79" -221.535266172783 126.4071464653 -4.41066279769036
"Sample80" -213.883296184303 116.453437513425 -8.48807844274671
"Sample81" -206.036771911811 121.845822024596 13.2239000840862
"Sample82" -178.149851909435 77.6253420560168 8.60334291291014
"Sample83" -213.067111325133 124.675582065875 11.6224922052268
"Sample84" -204.097109866787 100.765985238707 6.0997450768105
"Sample85" -196.599919670417 134.066393325173 35.1974705244874
"Sample86" -145.491970896734 69.7824807433884 1.39237238861421
"Sample87" -179.000505036659 84.0118049719969 5.82314079453615
"Sample88" -189.896822737251 134.695722714028 30.1145568950953
"Sample89" -219.744277827031 143.558744604314 22.7670673714989
"Sample90" -151.921100856926 97.6261807748957 11.8796167500579
"Sample91" -190.357671530287 109.483921985584 -12.3300615882026
"Sample92" -212.442636265557 123.683873560019 3.12455986332307
"Sample93" -216.731718721551 123.740427157522 3.12704120100709
"Sample94" -229.142718723013 116.17361072023 10.4493084386578
"Sample95" -187.796304755384 116.307800234737 -14.416148063867
"Sample96" -197.373156778353 117.425658589756 16.5326392059857
"Sample97" -203.757645635175 114.333787415586 8.0528745724492
"Sample98" -155.161416355216 85.4618001388508 12.0949064518629
"Sample99" -137.717329642114 72.7421612226441 32.9095519277454
"Sample100" -139.798599191362 119.436324603831 17.6402066884454
