"PC1" "PC2" "PC3"
"Sample46" -23.4133412192983 260.574376612093 65.7372244753948
"Sample47" 1.43570541206554 185.088631480761 34.6434498432784
"Sample48" -53.8244363143134 80.0977052583845 -49.4600154895743
"Sample49" -49.1807193778743 57.464932189127 -27.0266716043311
"Sample50" -36.0033021110105 86.7613888373616 -42.873049936175
"Sample51" -109.104295001169 54.9933084512215 95.576457840561
"Sample52" -131.194708824879 -18.0085895176907 -11.0588967795183
"Sample53" 7.06163347002619 27.8994010487012 -1.00776619835444
"Sample54" 1.23015068203203 64.5338147377826 2.31513723821881
"Sample55" -42.5501016280805 98.6949667438282 -34.031859857261
"Sample56" 57.473325414891 46.8248814092998 -28.8904595541761
"Sample57" 59.9745821378021 52.1296522395722 -5.39078348776139
"Sample58" -302.002461470947 -127.095646850796 -379.944002342959
"Sample59" -289.458005906642 -126.417819176794 -375.685136263579
"Sample60" -29.3925686317551 110.2938550395 0.294578580895461
"Sample61" -36.9147119447454 117.007545326675 -0.36614140622581
"Sample62" 242.072951592753 -133.312999563752 -17.8721202433215
"Sample63" 149.805490807978 -70.9304466041807 -0.596628879310436
"Sample64" 143.914893043786 -65.7773124372972 25.7410890289673
"Sample65" 246.282359853276 -135.640283148361 -15.4382831428288
"Sample66" 220.663374137566 -136.945763205655 -5.82974685063924
"Sample67" 214.274065476668 -123.752416816719 -16.0283647028488
"Sample68" 198.683598951098 -111.139391499076 -17.0859111947009
"Sample69" 202.441773868491 -117.594846943598 -12.9983910976947
"Sample70" 194.198727967265 -113.025776074456 -13.5215485649493
"Sample71" 183.169795707977 -106.775523550148 -15.0505460923872
"Sample72" 205.642272681939 -122.898495387947 17.1306583500619
"Sample73" 224.19422273286 -112.212578291361 6.59020650063041
"Sample74" 236.758039360839 -127.650338958205 -15.0648691193742
"Sample75" 215.595029752006 -121.635068678449 -2.57503843150925
"Sample76" 222.450651107139 -130.60060971012 1.7855098517525
"Sample77" 202.767817330334 -124.649418964757 9.19992731195363
"Sample78" 212.306162393299 -130.331397619347 0.242421491725831
"Sample79" 226.304557696704 -117.170047522122 1.69448709765376
"Sample80" 213.281657994052 -130.774270539281 16.739887906486
"Sample81" 208.941807581967 -117.619292105436 -17.1282727749562
"Sample82" 178.576796780819 -77.1075445732564 -10.4463771446876
"Sample83" 211.764245259988 -115.894020600607 -15.5619967647433
"Sample84" 207.725627699737 -99.6520664886219 -3.62571867439561
"Sample85" 147.202233528647 -118.2659513708 -70.7738445900587
"Sample86" 132.355949037419 -63.5063296564815 -14.5580070962812
"Sample87" 181.938701729409 -90.553849652138 -4.96491539001469
"Sample88" 197.524767110197 -126.194790312593 -36.8493102535373
"Sample89" 225.490992241484 -138.045441281458 -29.4978651317835
"Sample90" 175.170143798103 -103.055522736563 -6.48567474769924
"Sample91" 199.49255747092 -117.879402790404 17.8710083093641
"Sample92" 211.360744384325 -112.654658992172 -10.631865344425
"Sample93" 224.584903804748 -122.079979785787 -4.42579109357759
"Sample94" 228.109309683947 -139.549037501862 4.43771132738607
"Sample95" 192.773589381956 -118.449486325041 6.75981749852128
"Sample96" 203.845635758647 -129.889164521079 -6.06059793674516
"Sample97" 202.161994802378 -122.980447960399 -1.53920923952768
"Sample98" 176.115730116328 -87.8468942199639 -6.85973971343202
"Sample99" 144.193012931042 -87.1212790234149 -25.2969190371401
"Sample100" 129.101166716907 -105.519537231269 -21.0518511826982
