"PC1" "PC2" "PC3"
"Sample40" 34.8300129379589 -58.3706738532805 16.2769361943611
"Sample41" 172.043068339213 32.7905272614664 -209.526175786063
"Sample42" -10.5838352114832 -118.494547658194 -43.2342954915015
"Sample43" 118.560510708629 -48.1660039766046 129.253218180518
"Sample44" 297.417905740966 160.778052050142 30.0843037465317
"Sample45" 53.5229168421397 -71.7549894503941 17.3966345650436
"Sample46" 18.8030820750048 -263.151594237354 -236.541595609926
"Sample47" -2.10845387386146 -206.191652913126 -163.344482900364
"Sample48" 50.05118327374 -81.1023225663826 75.3027904755091
"Sample49" 59.3253676549452 -57.7895131137661 72.3804365187754
"Sample50" 30.9171747012156 -81.4376146142217 89.9860131974627
"Sample51" 98.8971756094467 -63.1604831136174 -59.9067424254428
"Sample52" 139.842938364001 1.86310685716008 49.9818924648287
"Sample53" -26.8389021673536 -23.3052718699916 9.24895881608342
"Sample54" -10.0032881043183 -51.1393538856254 19.8977342520639
"Sample55" 54.6270281250676 -97.513937682172 42.3365267364066
"Sample56" -36.1575542168497 -53.3186176015214 51.344403886925
"Sample57" -44.9805738272039 -41.4842538400299 16.1766570423596
"Sample58" 299.91130614697 123.872064622694 297.434583098383
"Sample59" 294.839096579835 130.943566321113 298.949711592423
"Sample60" 16.5541052398912 -101.751391142019 22.4514247137168
"Sample61" 23.9777169181224 -108.381175593682 24.3888239123833
"Sample62" -229.44811083471 128.600144002633 25.2786571955504
"Sample63" -134.403506628866 70.9953503415169 5.56490869534728
"Sample64" -146.568869042618 57.4949463511206 -26.7244671264538
"Sample65" -233.682451255283 130.945437880291 20.7118438030322
"Sample66" -220.476461946022 132.141980514713 13.4856707433791
"Sample67" -200.946552558585 109.277947131297 16.1709689852008
"Sample68" -198.578647697611 111.719460951727 28.0921363157436
"Sample69" -202.693595118108 105.459708621186 18.7527747945021
"Sample70" -192.991049046704 98.1715470046073 12.9765489787336
"Sample71" -178.717274009681 103.660783839184 28.5646277578246
"Sample72" -194.794619228789 112.147664845947 -15.5035937246016
"Sample73" -214.28728309198 102.397683330005 -3.36931183669151
"Sample74" -229.633149325112 121.66933209874 16.6399414458169
"Sample75" -206.078232631871 122.488679067419 9.38796475824336
"Sample76" -206.441635566656 129.802414113973 17.2703399974367
"Sample77" -203.330296005729 122.946367788507 1.91809421348238
"Sample78" -206.43713738375 127.542424429104 13.2396366261474
"Sample79" -213.180001643516 126.725803477222 9.61462458613137
"Sample80" -207.61306163899 127.657592762071 -7.32576166277162
"Sample81" -203.860385543073 117.448170624941 20.9141016855119
"Sample82" -175.465419188418 72.3330984979486 19.8726640004434
"Sample83" -206.709365035747 121.427327511105 24.2845724759056
"Sample84" -205.273983705101 98.0065796562152 3.05814690057435
"Sample85" -149.270548570867 119.294921784931 72.8962105299641
"Sample86" -118.768740530959 60.8731466682141 18.3698793215283
"Sample87" -185.624499365261 87.4405611346494 20.4288654992227
"Sample88" -192.61946963354 132.375710420749 44.7998506426318
"Sample89" -221.373884780711 139.321809528831 36.7288487030278
"Sample90" -157.002189790818 96.4762772828456 4.9778470770067
"Sample91" -186.286974236638 115.908269199896 -14.5386303477616
"Sample92" -214.18115930039 113.633487862341 5.26930738706498
"Sample93" -208.566096244611 119.973339076406 10.8887971593397
"Sample94" -219.879874244295 127.049743560098 4.29759896491158
"Sample95" -190.752714872105 117.483632691317 -4.38290709688356
"Sample96" -193.745661584571 126.369745056143 11.3174317484464
"Sample97" -195.408524412261 110.166374655161 4.16366733024679
"Sample98" -155.510092793881 93.9908939078846 4.1468642516595
"Sample99" -146.62182432498 77.8960820989668 10.8171649864137
"Sample100" -128.32658431137 104.02052901272 17.547394398586
