"PC1" "PC2" "PC3"
"Sample39" -507.136938536004 375.012632025292 -273.139399505532
"Sample40" -75.0230806664425 -66.9316634296799 8.08500610744658
"Sample41" -171.439638664483 66.4065719645016 -139.837422469871
"Sample42" 34.8718044110676 -82.9747629612603 -23.3279514967277
"Sample43" -130.159427370763 -84.1123180849329 86.6850681224616
"Sample44" -295.992311324734 135.233761522959 35.0020627265144
"Sample45" -33.0952034460114 -89.2516616655937 -20.7282441579434
"Sample46" -19.5324498924898 -244.639582682009 -133.467190724164
"Sample47" 0.48334313135221 -163.083972904727 -77.4772833261824
"Sample48" -46.9018353093087 -100.282699046077 36.0415306877741
"Sample49" -34.7762296562612 -77.7221474005648 27.6199256781321
"Sample50" -39.1287678029711 -99.0049355782619 38.0476629292158
"Sample51" -113.305690490007 -82.7860442761292 -103.256797170219
"Sample52" -76.0857545620605 -51.2134778885739 29.9165049972141
"Sample53" -12.4909460317556 -49.8357786415779 -20.991107220039
"Sample54" -6.88471086821491 -74.2268303239565 -11.9728171431467
"Sample55" -37.651686114603 -79.3793937063895 44.288585357583
"Sample56" 49.4881079151427 -50.6660966773419 12.6804369980569
"Sample57" 51.5442191221025 -56.4523817350833 -3.56258036083563
"Sample58" -290.461265911135 77.1391375587522 365.704458213337
"Sample59" -280.954310034839 81.0366863847782 357.511755153175
"Sample60" -14.0207107033793 -87.0196535969868 19.8809903723861
"Sample61" -21.4458058923114 -93.1038478218325 20.5607470632426
"Sample62" 226.252204801806 141.875475086341 22.7916847265875
"Sample63" 134.477609138852 67.4671836429259 0.63567064792871
"Sample64" 146.606602791491 95.4874893205555 -1.40796832260095
"Sample65" 230.247637525179 144.758558266942 21.5648881947165
"Sample66" 219.563580411232 142.982074667594 18.1479629258734
"Sample67" 203.505121380174 116.050276662755 15.593262002313
"Sample68" 194.723980116298 112.681838739516 26.8259112522367
"Sample69" 199.780421862137 117.67433218204 19.0276965899766
"Sample70" 194.90787129482 118.480889849732 18.8553607414535
"Sample71" 181.525745149908 115.116760664189 20.2430159722634
"Sample72" 200.473215780363 124.876619646225 -13.4609706427254
"Sample73" 211.086302295135 109.910240295977 -2.03657676343741
"Sample74" 224.856969173209 129.318530266052 19.0630678641172
"Sample75" 205.0130233035 126.795515401135 6.42302962016186
"Sample76" 218.319010182955 139.107988707638 5.33209662312512
"Sample77" 199.601957132395 124.433022915014 -3.97262153580237
"Sample78" 202.564606378117 132.297886314724 2.34489406029941
"Sample79" 218.708344323333 129.761594157593 8.41127263522322
"Sample80" 208.202462768908 134.719468559137 -11.7878934832283
"Sample81" 201.20982378249 126.378543402023 24.2150365240539
"Sample82" 170.121901861241 77.2313408327191 13.7242785734464
"Sample83" 204.240532287787 125.369745974675 22.4940381272823
"Sample84" 217.998780250245 115.485454894931 7.21400950862628
"Sample85" 147.984457949202 119.836965983989 77.8587170915386
"Sample86" 127.077363223078 77.4332144595878 20.505950387972
"Sample87" 176.223007833836 87.5517493021812 14.1693250433851
"Sample88" 191.694334006581 132.168312025384 50.0399263475464
"Sample89" 221.148518448239 141.916168933283 47.0558908495691
"Sample90" 154.5791623333 103.637752908216 2.7658436145458
"Sample91" 198.493458465103 120.647047285339 -14.1885993205424
"Sample92" 209.733644794759 121.339727042645 10.6426280447828
"Sample93" 218.531954462476 130.491237319971 13.9988579922477
"Sample94" 221.372213066998 138.35912162577 2.4151016808058
"Sample95" 186.423313199156 127.219773207079 2.92458994010249
"Sample96" 197.928905596677 133.983934307043 4.51927366883776
"Sample97" 195.754207308674 126.242163293917 7.59555010547629
"Sample98" 152.222716422502 94.118738672342 5.12097509166679
"Sample99" 135.090806169943 83.9135545238401 21.6507089959347
"Sample100" 118.434656616954 108.614227424144 27.0429592454453
